Date,BAC,C,GS,JPM,MS,WFC
2013-11-04,2.647592223960215,3.894673354672366,5.09522154418845,3.9657532960358686,3.3796332245348557,3.757472249141357
2013-11-05,2.640484914257205,3.884034946919338,5.091477711964414,3.9537406192694684,3.3727979019076764,3.757005276034592
2013-11-06,2.640484914257205,3.8881400587137738,5.101694043617524,3.9577609000173206,3.3748533828233915,3.752792765543528
2013-11-07,2.6411978750816676,3.894469867921148,5.101146137389606,3.9577609000173206,3.377587489984132,3.7518542174565703
2013-11-08,2.6616571402213416,3.915417201999157,5.097974410071079,3.98842835924873,3.3874364715688565,3.760269428889451
2013-11-11,2.6686161371476453,3.918005061937911,5.104429173382616,3.9917580016257417,3.404525184428243,3.757939004286018
2013-11-12,2.671386219368722,3.912222951868188,5.102180850424773,3.990464465592968,3.4088347936486714,3.755369195382769
2013-11-13,2.683757531984173,3.9118230190015297,5.098096610876983,3.992680922521974,3.4031953665584407,3.75630445182455
2013-11-14,2.695977599275783,3.9178062683888313,5.099561484676703,3.9982007016691985,3.4134553066912887,3.76398690182998
2013-11-15,2.7047112870785104,3.927502552237479,5.108487683194635,4.006605631256027,3.4183822214150656,3.775974146978812
2013-11-18,2.7193197983897055,3.939638202147479,5.12187843650594,4.02535169073515,3.426865150718904,3.777805691229269
2013-11-19,2.7278528408647205,3.9404160532324153,5.123963979403259,4.036715438609483,3.4258899942525267,3.780090327203017
2013-11-20,2.725890149208515,3.9374958192511933,5.119489699008338,4.033178102652738,3.4249138859277295,3.785779271929099
2013-11-21,2.7472709387086787,3.9506666525089615,5.119908190347716,4.0500443299087765,3.434954500588729,3.79301420509619
2013-11-22,2.7593768258516564,3.9615748016827332,5.125391564045205,4.05213272137113,3.445214279247023,3.792788941571938
2013-11-25,2.771337911692091,3.9830404983485193,5.1387352967235715,4.062853884632767,3.4594662657943243,3.800420856143425
2013-11-26,2.7707119789475727,3.978933693585308,5.139849060079401,4.059753101656634,3.4585224626901017,3.8010914447208646
2013-11-27,2.768831647037307,3.9751855488712007,5.1287738076508465,4.057507703832839,3.4506222795126376,3.795039639650877
2013-11-29,2.7675761852085703,3.981362486354079,5.13803126527306,4.057853427263213,3.4522072929032617,3.7957138453178816
2013-12-02,2.7707119789475727,3.977997991494763,5.145049640816545,4.056123349401903,3.4610373939952437,3.795039639650877
2013-12-03,2.7593768258516564,3.9657532960358686,5.140259029720845,4.046903508955468,3.4477628605191732,3.7905330802726147
